Chloe (You're the One I Want),Emblem3,0.040982,0.704815,224.98667,0.92746,0.0,0,0.075087,-3.304,1,0.036848,118.032,4,0.944869
One Love,Marianas Trench,0.062164,0.555818,241.45279,0.7058,0.0,2,0.114707,-4.743,1,0.038078,143.959,3,0.484745
Freedom,Allen Stone,0.02649,0.698769,231.1912,0.886175,0.0,2,0.08903,-3.273,0,0.064157,114.993,4,0.809476
"The Buzz (feat. Big K.R.I.T., Mataya & Young Tapz) - Bonus Track",Hermitude,0.248313,0.575677,235.18667,0.601867,0.000609,0,0.144274,-6.591,0,0.315187,141.345,4,0.5702
Youth (Adventure Club Remix),Foxes,0.00705,0.48002,240.37297,0.708307,3.8e-05,0,0.04421,-3.847,0,0.050933,139.873,4,0.292722
Classic (feat. Fetty Wap & Powers),The Knocks,0.005739,0.626927,219.38848,0.938167,6e-06,2,0.047814,-2.535,1,0.038391,101.981,4,0.594422
All I Want (feat. Cameron Dallas),Daniel Skye,0.177469,0.777222,188.58304,0.670246,0.0,11,0.246576,-6.59,1,0.048446,127.961,4,0.942711
What Do You Mean? - Acoustic,Justin Bieber,0.808987,0.783322,203.8,0.36198,0.0,5,0.105169,-10.598,0,0.047665,124.909,4,0.767117
Purpose,Justin Bieber,0.89899,0.483825,210.16,0.284626,0.0,0,0.12089,-10.863,1,0.039726,126.749,4,0.284154
The Feeling,Justin Bieber,0.083696,0.563119,244.90667,0.822822,1e-06,1,0.097082,-6.17,0,0.056134,127.056,4,0.186073
Company,Justin Bieber,0.130609,0.632727,208.12,0.797535,0.0,4,0.085755,-5.013,0,0.053728,94.996,4,0.407995
Love Yourself,Justin Bieber,0.855648,0.606917,233.72,0.376268,0.0,4,0.285331,-9.954,1,0.453346,102.541,4,0.558588
Mark My Words,Justin Bieber,0.903956,0.397769,134.34667,0.250062,1e-06,7,0.150496,-8.418,1,0.032474,58.1,4,0.523992
Change Up,Yung Jules,0.257628,0.836045,251.30286,0.291253,0.002071,8,0.10206,-10.487,1,0.134458,130.007,4,0.429933
I Just Wanna...,Elijah Blake,0.002456,0.74789,248.25279,0.656474,7e-06,5,0.491513,-6.72,0,0.063932,130.058,4,0.503098
Fall (Live),Justin Bieber,0.838149,0.400832,220.97333,0.367361,0.0,8,0.111233,-6.797,1,0.03891,78.608,4,0.602253
I Would,Justin Bieber,0.520651,0.71001,227.36,0.653708,0.0,9,0.160898,-7.163,1,0.072036,88.009,4,0.617649
Nothing Like Us (Bonus Track),Justin Bieber,0.986313,0.569221,199.8,0.160185,0.000126,0,0.160444,-14.464,1,0.042053,81.611,4,0.54239
Million Ways,Shawn Hook,0.026101,0.701587,211.70667,0.866871,1.3e-05,0,0.182126,-3.495,1,0.045813,112.992,4,0.909561
I'll Show You,Justin Bieber,0.042598,0.337192,199.97333,0.614696,1.7e-05,9,0.192891,-6.615,0,0.09367,191.541,4,0.072907
Chills,Down With Webster,0.017084,0.519929,243.74957,0.973658,0.002686,11,0.179352,-3.843,0,0.053886,127.943,4,0.366065
Heroes (we could be) - Branchez Remix,Alesso,0.499605,0.656607,204.90667,0.480408,7.1e-05,5,0.090204,-9.06,1,0.032762,122.057,4,0.339246
Untouchable,Tritonal,0.066389,0.541669,228.83719,0.795363,3e-06,7,0.312512,-3.131,1,0.03785,128.959,4,0.271217
Birds Fly,Hardwell,0.061117,0.56648,207.80485,0.674617,0.0,3,0.642388,-4.602,0,0.033147,122.553,4,0.111863
Space Jam,Audio Push,0.000265,0.708218,258.57333,0.624109,0.0,6,0.398142,-5.779,1,0.205114,78.01,4,0.484344
"Starve The Ego, Feed The Soul",The Glitch Mob,0.58717,0.408487,346.44127,0.482663,0.908591,9,0.446532,-13.073,1,0.127818,160.001,7,0.14035
Drive It Like You Stole It,The Glitch Mob,0.103211,0.607724,352.0,0.682996,0.924425,5,0.279351,-8.969,0,0.086171,85.939,4,0.498968
Red Dress (Remixed By THE GLITCH MOB),TV on the Radio,0.176986,0.744128,326.01333,0.3626,0.104501,2,0.10632,-9.822,1,0.175455,89.979,4,0.175212
We Can Make The World Stop,The Glitch Mob,0.000846,0.562562,325.90871,0.836304,0.499974,5,0.115815,-5.891,0,0.035696,105.006,4,0.158472
Smile,Uncle Kracker,0.438677,0.541114,203.25333,0.79075,0.0,4,0.29962,-3.549,1,0.033945,141.047,4,0.558406
Sorry,Justin Bieber,0.076704,0.664727,200.78667,0.759459,0.0,0,0.312813,-3.694,0,0.039925,99.992,4,0.382132
Kiss Me Slowly,Parachute,0.10065,0.48632,235.81333,0.778905,2.5e-05,9,0.223575,-6.398,1,0.033382,173.99,4,0.387577
Missing You,Tyler Hilton,0.076094,0.341087,216.4,0.668512,0.0,1,0.079493,-5.992,1,0.039902,203.823,4,0.298471
Runaway,Mat Kearney,0.00323,0.590333,231.78667,0.948431,6.5e-05,9,0.055602,-4.525,1,0.037624,137.978,4,0.624846
Sooner Or Later,Mat Kearney,0.06242,0.561982,236.44,0.90571,0.000613,9,0.104484,-4.85,1,0.039182,151.045,4,0.49761
Air I Breathe,Mat Kearney,0.416948,0.506535,219.58667,0.74686,1e-06,9,0.120355,-6.28,1,0.034106,159.98,4,0.410898
Ships In The Night,Mat Kearney,0.136033,0.534772,244.57556,0.717405,2.8e-05,9,0.092883,-11.06,1,0.059048,88.936,4,0.20527
What I Know,Parachute,0.001719,0.584705,253.48,0.771065,3.4e-05,6,0.119207,-6.565,1,0.032619,100.035,4,0.343985
Forever And Always,Parachute,0.018549,0.656466,248.96,0.720857,0.0,2,0.047792,-5.675,1,0.032249,93.947,4,0.473231
Hurricane,Parachute,0.04202,0.564533,250.77333,0.804282,0.0,7,0.256875,-5.033,0,0.044214,144.95,4,0.50943
She Is Love,Parachute,0.734304,0.66489,215.39374,0.143645,0.0,6,0.120307,-9.603,1,0.108699,72.795,4,0.291085
The Mess I Made,Parachute,0.029327,0.352398,250.79955,0.485642,6e-06,6,0.793,-7.47,1,0.029692,169.7,4,0.260715
Revolution,Trading Yesterday,0.000986,0.445067,258.44,0.720898,0.214811,3,0.128655,-5.062,1,0.033253,108.058,4,0.200222
Angels On The Moon  (Acoustic),Thriving Ivory,0.73783,0.404747,270.62354,0.423072,7e-06,10,0.625042,-12.727,1,0.033694,133.962,4,0.332396
Gone Away,Safetysuit,0.055391,0.414861,336.0,0.45605,1.5e-05,2,0.078509,-5.569,1,0.031965,118.229,3,0.127263
Anywhere But Here,Safetysuit,0.024997,0.365325,269.66667,0.71512,0.000147,4,0.168284,-2.447,1,0.032131,141.901,4,0.184617
Stay,Safetysuit,0.000626,0.324994,264.57333,0.888637,0.000305,7,0.424207,-3.146,1,0.042496,148.07,4,0.45756
This Isn't Who We Are (feat. Jordan Lorenzo),J Reyez,0.329787,0.790918,275.05773,0.607849,0.0,2,0.051184,-8.728,1,0.097069,133.993,4,0.557934
Can't Help Falling in Love,Haley Reinhart,0.950609,0.405954,173.5,0.030725,0.0,0,0.098403,-17.636,1,0.039988,136.716,4,0.267648
Till I Fall Asleep,Jayme Dee,0.55966,0.479269,222.96,0.378716,0.0,1,0.064742,-7.101,1,0.026668,75.084,4,0.405147
Yours,Ella Henderson,0.685596,0.298323,172.65551,0.390592,0.0,0,0.075414,-6.821,1,0.032746,83.561,4,0.134991
When Love Takes Over (Feat Kelly Rowland - Blame Remix - Edit),David Guetta,0.00066,0.435263,313.94122,0.909493,0.324183,8,0.076452,-4.969,0,0.037593,174.965,4,0.281025
Hello,Adele,0.336452,0.480508,295.49333,0.450744,0.0,5,0.087201,-6.095,0,0.034709,157.966,4,0.286621
Still Not A Player (Clean),Big Pun,0.029927,0.718528,253.59628,0.884049,1e-06,6,0.324615,-3.744,0,0.234301,94.179,4,0.747379
Hypnotize,The Notorious B.I.G.,0.149309,0.859057,227.29333,0.693255,0.0,9,0.294103,-4.326,1,0.286033,94.995,4,0.62229
I Wish,Skee-Lo,0.002111,0.649985,251.42857,0.767314,0.0,7,0.37557,-9.476,1,0.12424,97.857,4,0.595831
Under Pressure,Queen,0.239988,0.678052,237.52,0.642779,0.0,2,0.070802,-9.316,1,0.044446,113.46,4,0.503517
On My Mind (feat. MC Magic & Adrian Crush),Tino Cochino,0.022979,0.602506,223.60816,0.626555,0.0,1,0.094707,-7.807,0,0.043028,167.99,4,0.819665
Nothin On My Mind,astronomyy,0.051422,0.652438,191.26132,0.526623,3.1e-05,4,0.096068,-9.629,0,0.029312,90.006,4,0.097433
The Mates of Soul (Remastered),Taylor John Williams,0.573792,0.779815,236.73524,0.257642,0.000361,7,0.115181,-11.067,1,0.04156,94.987,4,0.148157
Like Mariah,Fifth Harmony,0.112216,0.734759,208.18667,0.769625,0.0,4,0.128949,-4.851,1,0.142923,97.981,4,0.472693
Bitch Better Have My Money,Rihanna,0.05383,0.77768,219.30594,0.741086,2e-06,10,0.289539,-4.97,0,0.048431,102.95,4,0.363129
